stage_transition,current_conversion_pct,target_conversion_pct,orders_recovered,revenue_recovered,implementation_difficulty,priority_score
Orders Reviewed → Repeat Purchase,26.014669032246264,31.014669032246264,5467.3,978041.8624999998,3,326013.9541666666
